Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Success_Category,Critic_Category,User_Category,NA_Ratio,EU_Ratio,JP_Ratio,Cluster
Aliens: Colonial Marines,PS3,2013,Shooter,Sega,0.2,0.29,0.0,0.11,0.6,43.0,3.6,Low,Poor,Poor,0.33333333333333337,0.48333333333333334,0.0,2
Dead Island: Riptide,PS3,2013,Action,Deep Silver,0.26,0.19,0.07,0.09,0.6,62.0,5.9,Low,Average,Average,0.43333333333333335,0.3166666666666667,0.11666666666666668,2
Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,0.3,0.23,0.02,0.05,0.6,60.0,5.1,Low,Poor,Average,0.5,0.38333333333333336,0.03333333333333333,2
Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.12,0.1,0.34,0.05,0.6,68.0,8.5,Low,Average,Good,0.2,0.16666666666666669,0.5666666666666668,0
Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0.0,0.05,0.6,71.0,7.6,Low,Average,Good,0.55,0.3666666666666667,0.0,3
LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.38,0.0,0.09,0.6,72.0,6.6,Low,Average,Average,0.21666666666666667,0.6333333333333334,0.0,1
WWE 2K17,PS4,2016,Sports,Take-Two Interactive,0.17,0.34,0.0,0.09,0.6,69.0,6.9,Low,Average,Average,0.2833333333333334,0.5666666666666668,0.0,1
Just Dance 2014,WiiU,2013,Misc,Ubisoft,0.31,0.23,0.0,0.05,0.6,72.0,7.6,Low,Average,Good,0.5166666666666667,0.38333333333333336,0.0,3
NHL 15,PS4,2014,Sports,Electronic Arts,0.31,0.19,0.0,0.1,0.6,60.0,3.6,Low,Poor,Poor,0.5166666666666667,0.3166666666666667,0.0,2
WWE 2K16,XOne,2015,Sports,Take-Two Interactive,0.32,0.22,0.0,0.05,0.59,72.0,5.7,Low,Average,Average,0.5423728813559322,0.3728813559322034,0.0,3
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,66.0,5.9,Low,Average,Average,0.23728813559322037,0.2033898305084746,0.45762711864406785,0
Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.38,0.15,0.0,0.05,0.58,89.0,6.0,Low,Excellent,Average,0.6551724137931035,0.25862068965517243,0.0,3
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0.0,0.27,0.03,0.58,83.0,8.3,Low,Good,Good,0.48275862068965525,0.0,0.4655172413793104,0
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,71.0,8.3,Low,Average,Good,0.08620689655172414,0.03448275862068966,0.8620689655172414,0
Rayman Legends,PS3,2013,Platform,Ubisoft,0.14,0.34,0.0,0.1,0.58,91.0,8.7,Low,Excellent,Excellent,0.24137931034482762,0.5862068965517242,0.0,1
Payday 2,X360,2013,Shooter,505 Games,0.33,0.19,0.0,0.05,0.57,75.0,6.3,Low,Average,Average,0.5789473684210527,0.33333333333333337,0.0,3
Titanfall 2,XOne,2016,Shooter,Electronic Arts,0.37,0.15,0.0,0.05,0.57,87.0,8.0,Low,Excellent,Good,0.6491228070175439,0.2631578947368421,0.0,3
WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.29,0.23,0.0,0.05,0.57,56.0,5.7,Low,Poor,Average,0.5087719298245614,0.4035087719298246,0.0,2
Defiance,X360,2013,Shooter,Trion Worlds,0.38,0.14,0.0,0.05,0.57,60.0,7.2,Low,Poor,Good,0.6666666666666667,0.24561403508771934,0.0,3
Just Dance 2016,WiiU,2015,Misc,Ubisoft,0.27,0.25,0.0,0.05,0.57,73.0,6.9,Low,Average,Average,0.4736842105263159,0.4385964912280702,0.0,3
Titanfall,PC,2014,Shooter,Electronic Arts,0.22,0.3,0.0,0.04,0.56,86.0,6.2,Low,Excellent,Average,0.39285714285714285,0.5357142857142857,0.0,3
Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.3,0.2,0.01,0.05,0.56,77.0,6.8,Low,Good,Average,0.5357142857142857,0.35714285714285715,0.017857142857142856,3
Guitar Hero Live,XOne,2015,Misc,Activision,0.3,0.2,0.0,0.05,0.55,81.0,5.1,Low,Good,Average,0.5454545454545454,0.36363636363636365,0.0,3
Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.13,0.24,0.1,0.07,0.55,75.0,7.7,Low,Average,Good,0.23636363636363636,0.4363636363636363,0.18181818181818182,3
Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.18,0.33,0.0,0.04,0.55,70.0,3.0,Low,Average,Poor,0.3272727272727272,0.6,0.0,2
Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,0.35,0.12,0.0,0.08,0.54,75.0,8.3,Low,Average,Good,0.648148148148148,0.2222222222222222,0.0,3
NHL 14,PS3,2013,Sports,Electronic Arts,0.28,0.17,0.0,0.09,0.54,80.0,6.0,Low,Good,Average,0.5185185185185185,0.3148148148148148,0.0,3
F1 2013,PS3,2013,Racing,Codemasters,0.01,0.42,0.03,0.09,0.54,77.0,6.3,Low,Good,Average,0.018518518518518517,0.7777777777777777,0.05555555555555555,1
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,69.0,7.0,Low,Average,Average,0.2962962962962963,0.12962962962962962,0.5185185185185185,0
NHL 14,X360,2013,Sports,Electronic Arts,0.4,0.09,0.0,0.05,0.54,81.0,5.9,Low,Good,Average,0.7407407407407407,0.16666666666666666,0.0,3
LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0.0,0.05,0.53,62.0,6.5,Low,Average,Average,0.5660377358490566,0.33962264150943394,0.0,3
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,82.0,8.3,Low,Good,Good,0.4716981132075471,0.1320754716981132,0.32075471698113206,3
Just Dance 2015,XOne,2014,Misc,Ubisoft,0.35,0.13,0.0,0.05,0.53,70.0,7.5,Low,Average,Good,0.660377358490566,0.24528301886792453,0.0,3
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0.0,0.05,0.53,69.0,6.9,Low,Average,Average,0.660377358490566,0.24528301886792453,0.0,3
Overwatch,PC,2016,Shooter,Activision,0.25,0.24,0.0,0.04,0.53,91.0,6.8,Low,Excellent,Average,0.4716981132075471,0.45283018867924524,0.0,3
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.19,0.29,0.0,0.04,0.53,88.0,8.3,Low,Excellent,Good,0.3584905660377358,0.5471698113207547,0.0,3
LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,0.52,71.0,8.1,Low,Average,Good,0.5192307692307693,0.36538461538461536,0.038461538461538464,3
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.25,0.0,0.08,0.52,61.0,3.7,Low,Average,Poor,0.34615384615384615,0.4807692307692307,0.0,2
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,68.0,6.6,Low,Average,Average,0.34615384615384615,0.4615384615384615,0.038461538461538464,3
Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52,73.0,8.0,Low,Average,Good,0.4230769230769231,0.25,0.23076923076923075,3
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.15,0.08,0.22,0.06,0.51,77.0,8.2,Low,Good,Good,0.29411764705882354,0.1568627450980392,0.43137254901960786,0
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0.15,0.0,0.08,0.51,34.0,3.6,Low,Poor,Poor,0.5490196078431373,0.29411764705882354,0.0,2
Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0.0,0.04,0.51,78.0,7.8,Low,Good,Good,0.43137254901960786,0.47058823529411764,0.0,3
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,70.0,7.7,Low,Average,Good,0.5686274509803921,0.3137254901960784,0.0196078431372549,3
Sonic Lost World,3DS,2013,Platform,Sega,0.24,0.14,0.07,0.03,0.49,59.0,6.5,Low,Poor,Average,0.4897959183673469,0.28571428571428575,0.14285714285714288,2
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.2,0.21,0.0,0.08,0.49,81.0,7.7,Low,Good,Good,0.40816326530612246,0.42857142857142855,0.0,3
Pokemon Art Academy ,3DS,2014,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,76.0,7.7,Low,Good,Good,0.3673469387755102,0.24489795918367346,0.326530612244898,3
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,0.17,0.1,0.18,0.03,0.49,81.0,7.4,Low,Good,Good,0.34693877551020413,0.20408163265306123,0.3673469387755102,0
Skylanders: SuperChargers,WiiU,2015,Action,Activision,0.25,0.19,0.0,0.04,0.48,87.0,5.6,Low,Excellent,Average,0.5208333333333334,0.39583333333333337,0.0,3
Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,Electronic Arts,0.29,0.15,0.0,0.04,0.48,80.0,8.1,Low,Good,Good,0.6041666666666666,0.3125,0.0,3
Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0.15,0.13,0.17,0.03,0.48,78.0,8.2,Low,Good,Good,0.3125,0.27083333333333337,0.3541666666666667,0
Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.3,0.14,0.0,0.04,0.48,82.0,7.8,Low,Good,Good,0.625,0.2916666666666667,0.0,3
NHL 16,XOne,2015,Sports,Electronic Arts,0.38,0.05,0.0,0.05,0.48,80.0,6.0,Low,Good,Average,0.7916666666666667,0.10416666666666667,0.0,3
Rock Band 4,XOne,2015,Misc,Harmonix Music Systems,0.38,0.04,0.0,0.05,0.47,79.0,6.4,Low,Good,Average,0.8085106382978724,0.08510638297872342,0.0,3
World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,0.08,0.36,0.0,0.03,0.47,87.0,5.9,Low,Excellent,Average,0.17021276595744683,0.7659574468085106,0.0,1
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.47,70.0,6.3,Low,Average,Average,0.6382978723404256,0.2553191489361702,0.0,3
One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0.09,0.22,0.1,0.06,0.46,74.0,7.4,Low,Average,Good,0.19565217391304346,0.47826086956521735,0.21739130434782608,1
Football Manager 2015,PC,2014,Simulation,Sega,0.0,0.44,0.0,0.03,0.46,80.0,6.0,Low,Good,Average,0.0,0.9565217391304347,0.0,1
Just Dance 2014,XOne,2013,Misc,Ubisoft,0.3,0.11,0.0,0.04,0.45,71.0,7.0,Low,Average,Average,0.6666666666666666,0.24444444444444444,0.0,3
LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.21,0.0,0.04,0.45,70.0,8.7,Low,Average,Excellent,0.4444444444444445,0.4666666666666666,0.0,3
Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.02,0.27,0.11,0.05,0.45,85.0,7.6,Low,Good,Good,0.044444444444444446,0.6,0.24444444444444444,1
Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.13,0.29,0.0,0.03,0.45,81.0,8.2,Low,Good,Good,0.2888888888888889,0.6444444444444444,0.0,1
Deadpool,PS3,2013,Action,Activision,0.23,0.14,0.0,0.08,0.45,61.0,7.2,Low,Average,Good,0.5111111111111111,0.3111111111111111,0.0,3
Watch Dogs,PC,2014,Action,Ubisoft,0.15,0.26,0.0,0.03,0.45,77.0,4.7,Low,Good,Poor,0.3333333333333333,0.5777777777777778,0.0,1
Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo,0.13,0.15,0.14,0.02,0.44,58.0,5.3,Low,Poor,Average,0.29545454545454547,0.3409090909090909,0.31818181818181823,2
Skylanders: Trap Team,PS4,2014,Action,Activision,0.19,0.18,0.0,0.07,0.44,78.0,5.6,Low,Good,Average,0.4318181818181818,0.40909090909090906,0.0,3
DmC: Devil May Cry,X360,2013,Action,Capcom,0.26,0.12,0.01,0.04,0.44,86.0,5.1,Low,Excellent,Average,0.5909090909090909,0.2727272727272727,0.022727272727272728,3
Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,0.26,0.13,0.0,0.04,0.43,80.0,7.8,Low,Good,Good,0.6046511627906977,0.3023255813953489,0.0,3
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73.0,7.5,Low,Average,Good,0.3488372093023256,0.32558139534883723,0.20930232558139533,3
Deadpool,X360,2013,Action,Activision,0.26,0.13,0.0,0.04,0.43,62.0,7.4,Low,Average,Good,0.6046511627906977,0.3023255813953489,0.0,3
Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43,74.0,7.1,Low,Average,Good,0.5348837209302326,0.39534883720930236,0.0,3
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.08,0.43,81.0,6.8,Low,Good,Average,0.813953488372093,0.0,0.0,3
Payday 2,PS3,2013,Shooter,505 Games,0.22,0.14,0.0,0.08,0.43,74.0,6.2,Low,Average,Average,0.5116279069767442,0.32558139534883723,0.0,3
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43,47.0,6.0,Low,Poor,Average,0.5348837209302326,0.27906976744186046,0.09302325581395349,2
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.1,0.25,0.02,0.06,0.43,76.0,8.0,Low,Good,Good,0.23255813953488375,0.5813953488372093,0.046511627906976744,1
Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.2,0.0,0.04,0.43,90.0,8.2,Low,Excellent,Good,0.4418604651162791,0.4651162790697675,0.0,3
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.15,0.25,0.0,0.03,0.42,74.0,4.4,Low,Average,Poor,0.35714285714285715,0.5952380952380952,0.0,2
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0.0,0.1,0.42,61.0,6.8,Low,Average,Average,0.380952380952381,0.4047619047619048,0.0,3
Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,79.0,7.2,Low,Good,Good,0.30952380952380953,0.5238095238095238,0.02380952380952381,3
Story of Seasons,3DS,2014,Simulation,Nintendo,0.0,0.14,0.27,0.01,0.42,76.0,8.2,Low,Good,Good,0.0,0.33333333333333337,0.6428571428571429,0
Metro: Last Light,PS3,2013,Action,Deep Silver,0.14,0.18,0.03,0.07,0.42,80.0,8.2,Low,Good,Good,0.33333333333333337,0.42857142857142855,0.07142857142857142,3
Paper Mario: Color Splash,WiiU,2016,Role-Playing,Nintendo,0.2,0.14,0.05,0.03,0.42,75.0,6.8,Low,Average,Average,0.4761904761904762,0.33333333333333337,0.11904761904761905,3
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0.0,0.0,0.42,0.0,0.42,46.0,4.5,Low,Poor,Poor,0.0,0.0,1.0,0
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.19,0.11,0.09,0.03,0.41,46.0,4.4,Low,Poor,Poor,0.4634146341463415,0.2682926829268293,0.21951219512195122,2
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.19,0.16,0.0,0.07,0.41,75.0,5.5,Low,Average,Average,0.4634146341463415,0.3902439024390244,0.0,3
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.24,0.14,0.0,0.04,0.41,76.0,6.0,Low,Good,Average,0.5853658536585366,0.34146341463414637,0.0,3
Farming Simulator 17,PS4,2016,Simulation,Focus Home Interactive,0.05,0.31,0.0,0.06,0.41,69.0,8.7,Low,Average,Excellent,0.12195121951219513,0.7560975609756098,0.0,1
Terraria,PS3,2013,Action,505 Games,0.07,0.2,0.09,0.05,0.41,81.0,7.9,Low,Good,Good,0.17073170731707318,0.48780487804878053,0.21951219512195122,1
LEGO Dimensions,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0.0,0.04,0.41,80.0,6.9,Low,Good,Average,0.5365853658536586,0.36585365853658536,0.0,3
NHL 15,XOne,2014,Sports,Electronic Arts,0.31,0.06,0.0,0.04,0.41,59.0,3.2,Low,Poor,Poor,0.7560975609756098,0.14634146341463414,0.0,2
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0.22,0.15,0.0,0.04,0.41,79.0,5.8,Low,Good,Average,0.5365853658536586,0.36585365853658536,0.0,3
F1 2014,PS3,2014,Racing,Codemasters,0.07,0.26,0.02,0.06,0.41,62.0,4.1,Low,Average,Poor,0.17073170731707318,0.6341463414634146,0.04878048780487805,2
Call of Duty: Advanced Warfare,PC,2014,Shooter,Activision,0.15,0.23,0.0,0.03,0.41,78.0,4.5,Low,Good,Poor,0.36585365853658536,0.5609756097560976,0.0,1
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4,72.0,6.8,Low,Average,Average,0.425,0.37499999999999994,0.049999999999999996,3
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.06,0.4,93.0,9.0,Low,Excellent,Excellent,0.7749999999999999,0.024999999999999998,0.075,3
Life is Strange,PS4,2016,Adventure,Square Enix,0.15,0.15,0.03,0.06,0.4,85.0,8.6,Low,Good,Excellent,0.37499999999999994,0.37499999999999994,0.075,3
The Wonderful 101,WiiU,2013,Action,Nintendo,0.19,0.1,0.08,0.03,0.4,78.0,8.5,Low,Good,Good,0.475,0.25,0.19999999999999998,3
FIFA 14,PC,2013,Sports,Electronic Arts,0.01,0.36,0.0,0.03,0.4,87.0,4.6,Low,Excellent,Poor,0.024999999999999998,0.8999999999999999,0.0,1
Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games,0.26,0.09,0.0,0.04,0.39,87.0,8.6,Low,Excellent,Excellent,0.6666666666666666,0.23076923076923075,0.0,3
Until Dawn: Rush of Blood,PS4,2016,Adventure,Sony Computer Entertainment,0.18,0.15,0.0,0.07,0.39,72.0,8.0,Low,Average,Good,0.4615384615384615,0.3846153846153846,0.0,3
Sonic Lost World,WiiU,2013,Platform,Sega,0.23,0.12,0.01,0.03,0.39,63.0,7.3,Low,Average,Good,0.5897435897435898,0.30769230769230765,0.02564102564102564,3
Skylanders SWAP Force,PS4,2013,Platform,Activision,0.2,0.12,0.0,0.06,0.39,79.0,5.2,Low,Good,Average,0.5128205128205129,0.30769230769230765,0.0,3
Just Dance 2015,PS4,2014,Misc,Ubisoft,0.19,0.13,0.0,0.07,0.39,72.0,5.8,Low,Average,Average,0.48717948717948717,0.3333333333333333,0.0,3
One Piece: Unlimited World Red,3DS,2013,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.39,75.0,7.6,Low,Average,Good,0.12820512820512822,0.10256410256410256,0.717948717948718,0
Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.04,0.38,33.0,6.2,Low,Poor,Average,0.5789473684210527,0.34210526315789475,0.0,2
Rock Band 4,PS4,2015,Misc,Harmonix Music Systems,0.26,0.05,0.0,0.07,0.38,78.0,6.3,Low,Good,Average,0.6842105263157895,0.13157894736842105,0.0,3
Battlefield 1,PC,2016,Shooter,Electronic Arts,0.11,0.24,0.0,0.03,0.38,88.0,7.6,Low,Excellent,Good,0.2894736842105263,0.631578947368421,0.0,1
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.11,0.21,0.0,0.06,0.38,84.0,7.6,Low,Good,Good,0.2894736842105263,0.5526315789473684,0.0,1
Just Dance 2014,PS3,2013,Misc,Ubisoft,0.17,0.14,0.0,0.06,0.38,77.0,7.1,Low,Good,Good,0.4473684210526316,0.368421052631579,0.0,3
Wii Sports Club,WiiU,2014,Sports,Nintendo,0.17,0.14,0.04,0.03,0.38,68.0,7.0,Low,Average,Average,0.4473684210526316,0.368421052631579,0.10526315789473684,3
GRID 2,PS3,2013,Racing,Codemasters,0.07,0.22,0.01,0.08,0.37,82.0,6.6,Low,Good,Average,0.1891891891891892,0.5945945945945946,0.02702702702702703,1
Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.16,0.14,0.0,0.07,0.37,74.0,3.8,Low,Average,Poor,0.43243243243243246,0.3783783783783784,0.0,2
BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,0.1,0.19,0.02,0.06,0.37,84.0,8.5,Low,Good,Good,0.2702702702702703,0.5135135135135135,0.05405405405405406,3
Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,83.0,8.2,Low,Good,Good,0.35135135135135137,0.21621621621621623,0.4054054054054054,0
Rocket League,PS4,2016,Sports,505 Games,0.03,0.28,0.0,0.05,0.37,85.0,8.7,Low,Good,Excellent,0.08108108108108109,0.7567567567567568,0.0,1
DiRT Rally,PS4,2016,Racing,Codemasters,0.04,0.27,0.0,0.05,0.37,85.0,8.1,Low,Good,Good,0.10810810810810811,0.7297297297297298,0.0,1
Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.36,81.0,5.5,Low,Good,Average,0.3055555555555556,0.6111111111111112,0.0,1
Star Fox: Zero,WiiU,2016,Shooter,Nintendo,0.17,0.1,0.07,0.03,0.36,69.0,7.4,Low,Average,Good,0.47222222222222227,0.2777777777777778,0.19444444444444448,3
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.06,0.04,0.23,0.03,0.36,70.0,7.1,Low,Average,Good,0.16666666666666666,0.11111111111111112,0.638888888888889,0
Just Dance 2016,PS4,2015,Misc,Ubisoft,0.17,0.13,0.0,0.06,0.36,73.0,6.8,Low,Average,Average,0.47222222222222227,0.36111111111111116,0.0,3
Fossil Fighters: Frontier,3DS,2014,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.36,57.0,4.8,Low,Poor,Poor,0.22222222222222224,0.11111111111111112,0.638888888888889,0
Watch Dogs 2,XOne,2016,Action,Ubisoft,0.17,0.16,0.0,0.03,0.36,83.0,7.7,Low,Good,Good,0.47222222222222227,0.4444444444444445,0.0,3
Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.35,78.0,8.4,Low,Good,Good,0.4000000000000001,0.14285714285714288,0.34285714285714286,0
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69.0,7.5,Low,Average,Good,0.1142857142857143,0.05714285714285715,0.7714285714285716,0
Middle-Earth: Shadow of Mordor,PC,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0.0,0.03,0.35,84.0,8.0,Low,Good,Good,0.34285714285714286,0.5714285714285715,0.0,3
Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,0.21,0.12,0.0,0.03,0.35,77.0,6.2,Low,Good,Average,0.6,0.34285714285714286,0.0,3
Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,0.06,0.21,0.03,0.05,0.35,48.0,3.8,Low,Poor,Poor,0.17142857142857143,0.6,0.08571428571428572,2
One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,0.11,0.13,0.07,0.05,0.35,66.0,7.8,Low,Average,Good,0.31428571428571433,0.37142857142857144,0.20000000000000004,3
Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,71.0,8.0,Low,Average,Good,0.1142857142857143,0.1142857142857143,0.7142857142857143,0
Metro: Last Light,X360,2013,Action,Deep Silver,0.17,0.15,0.0,0.03,0.35,80.0,8.4,Low,Good,Good,0.48571428571428577,0.4285714285714286,0.0,3
Football Manager 2016,PC,2015,Simulation,Sega,0.0,0.33,0.0,0.02,0.35,81.0,6.9,Low,Good,Average,0.0,0.942857142857143,0.0,1
Defiance,PS3,2013,Shooter,Trion Worlds,0.19,0.1,0.0,0.06,0.35,59.0,6.9,Low,Poor,Average,0.5428571428571429,0.28571428571428575,0.0,3
LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.19,0.12,0.0,0.03,0.35,71.0,5.1,Low,Average,Average,0.5428571428571429,0.34285714285714286,0.0,2
Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.11,0.16,0.02,0.05,0.35,69.0,4.7,Low,Average,Poor,0.31428571428571433,0.4571428571428572,0.05714285714285715,2
Sniper Elite 3,XOne,2014,Shooter,505 Games,0.2,0.11,0.0,0.03,0.35,63.0,6.6,Low,Average,Average,0.5714285714285715,0.31428571428571433,0.0,3
TrackMania Turbo,PS4,2016,Action,Ubisoft,0.03,0.26,0.0,0.05,0.35,81.0,7.9,Low,Good,Good,0.08571428571428572,0.7428571428571429,0.0,1
Call of Duty: Ghosts,WiiU,2013,Shooter,Activision,0.22,0.09,0.01,0.03,0.34,69.0,3.4,Low,Average,Poor,0.6470588235294117,0.2647058823529411,0.029411764705882353,2
Company of Heroes 2,PC,2013,Strategy,THQ,0.06,0.25,0.0,0.04,0.34,80.0,2.1,Low,Good,Poor,0.1764705882352941,0.7352941176470588,0.0,1
Rayman Legends,XOne,2014,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34,91.0,7.9,Low,Excellent,Good,0.38235294117647056,0.5294117647058822,0.0,3
World of Final Fantasy,PS4,2016,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,0.33,77.0,8.3,Low,Good,Good,0.24242424242424243,0.42424242424242425,0.24242424242424243,3
NHL 17,PS4,2016,Sports,Electronic Arts,0.19,0.08,0.0,0.06,0.33,78.0,5.8,Low,Good,Average,0.5757575757575757,0.24242424242424243,0.0,3
Sniper: Ghost Warrior 2,PS3,2013,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,52.0,6.0,Low,Poor,Average,0.15151515151515152,0.5454545454545454,0.0909090909090909,2
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61.0,6.6,Low,Average,Average,0.3636363636363636,0.0909090909090909,0.48484848484848486,0
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,80.0,8.1,Low,Good,Good,0.2727272727272727,0.15151515151515152,0.45454545454545453,0
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,0.16,0.04,0.1,0.02,0.32,80.0,8.5,Low,Good,Good,0.5,0.125,0.3125,3
Just Dance 2016,XOne,2015,Misc,Ubisoft,0.25,0.04,0.0,0.03,0.32,66.0,6.1,Low,Average,Average,0.78125,0.125,0.0,3
Remember Me,PS3,2013,Action,Capcom,0.1,0.17,0.0,0.06,0.32,72.0,7.4,Low,Average,Good,0.3125,0.53125,0.0,1
Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,0.32,67.0,7.2,Low,Average,Good,0.5625,0.34375,0.0,3
